"Restaurant ID","Restaurant Name","Country Code","City","Address","Locality","Locality Verbose","Longitude","Latitude","Cuisines","Average Cost for two","Currency","Has Table booking","Has Online delivery","Is delivering now","Switch to order menu","Price range","Aggregate rating","Rating color","Rating text","Votes"
"6315438","NIU by Vikings","162","Taguig City","Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City","121.053725","14.545858","Seafood, American, Mediterranean, Japanese","3000","Botswana Pula","Yes","No","No","No","4","4.7","Dark Green","Excellent","535"
"6310406","The Food Hall by Todd English","162","Taguig City","Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City","121.0534998","14.54565535","American, Asian, Italian, Seafood","1800","Botswana Pula","Yes","No","No","No","4","4.5","Dark Green","Excellent","618"
"6600681","Chez Michou","30","Bras_lia","SCLN, 208, Bloco A, Loja 30, Asa Norte, Bras_lia","Asa Norte","Asa Norte, Bras_lia","-47.88178889","-15.76414167","Fast Food, French","55","Brazilian Real","No","No","No","No","2","3","Orange","Average","6"
"6601005","Caf Daniel Briand","30","Bras_lia","SCLN 104, Bloco A, Loja 26, Asa Norte, Bras_lia","Asa Norte","Asa Norte, Bras_lia","-47.88266667","-15.7775","Cafe","30","Brazilian Real","No","No","No","No","1","3.8","Yellow","Good","9"
"6600292","Casa do Biscoito Mineiro","30","Bras_lia","SCLN 210, Bloco D, Loja 36/48, Asa Norte, Bras_lia","Asa Norte","Asa Norte, Bras_lia","-47.88213611","-15.75747222","Bakery","45","Brazilian Real","No","No","No","No","2","3.7","Yellow","Good","11"
"6600441","Maori","30","Bras_lia","CLN 110, Bloco D, Loja 28, Asa Norte, Bras_lia","Asa Norte","Asa Norte, Bras_lia","-47.88816667","-15.75883333","Brazilian","60","Brazilian Real","No","No","No","No","3","3.8","Yellow","Good","11"
"6600970","Pizza  Bessa","30","Bras_lia","SCS 214, Bloco C, Loja 40, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.91566667","-15.83116667","Pizza","50","Brazilian Real","No","No","No","No","2","3.2","Orange","Average","11"
"6600379","Sushi Loko","30","Bras_lia","SCS 213, Bloco C, Loja 35, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.91566667","-15.831","Japanese","80","Brazilian Real","No","No","No","No","3","3.1","Orange","Average","10"
"6600214","Beirute","30","Bras_lia","CLS 109, Bloco A, Loja 2/6, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.9075","-15.82","Arabian","90","Brazilian Real","No","No","No","No","3","3.7","Yellow","Good","8"
"6601218","New Koto","30","Bras_lia","SCS 212, Bloco B, Loja 26, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.91016667","-15.82733333","Japanese","200","Brazilian Real","No","No","No","No","4","3.7","Yellow","Good","5"
"6600060","Sandubas Caf","30","Bras_lia","Edif_cio Jos Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.89016667","-15.797","Brazilian, Cafe","30","Brazilian Real","No","No","No","No","1","0","White","Not rated","2"
"6600083","Villa Tevere","30","Bras_lia","CLS 115, Bloco A, Loja 2, Asa Sul, Bras_lia","Asa Sul","Asa Sul, Bras_lia","-47.92366667","-15.83133333","Italian","150","Brazilian Real","No","No","No","No","4","4.1","Green","Very Good","12"
"6601515","Rovereto","30","Bras_lia","Rua 13 Norte, Lote 4, guas Claras, Bras_lia","guas Claras","guas Claras, Bras_lia","-48.019","-15.83716667","Pizza","100","Brazilian Real","No","No","No","No","4","3.1","Orange","Average","9"
"6601361","Buena Carne","30","Bras_lia","Avenida Araucrias, 1325, Loja 19, guas Claras, Bras_lia","guas Claras","guas Claras, Bras_lia","-48.01909167","-15.839775","Bar Food, Brazilian","60","Brazilian Real","No","No","No","No","3","3.6","Yellow","Good","9"
"6601602","Taco Pep","30","Bras_lia","Vila Malls, Avenida das Castanheiras, Lote 1060, guas Claras, Bras_lia","guas Claras","guas Claras, Bras_lia","-48.01666667","-15.83483333","Mexican, Grill","100","Brazilian Real","No","No","No","No","4","4.3","Green","Very Good","29"
"6601589","Coco Bambu","30","Bras_lia","Bras_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Bras_lia","Bras_lia Shopping, Asa Norte","Bras_lia Shopping, Asa Norte, Bras_lia","-47.889","-15.7865","International","230","Brazilian Real","No","No","No","No","4","4.2","Green","Very Good","17"
"6601862","Tayp","30","Bras_lia","Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Bras_lia","Lago Sul","Lago Sul, Bras_lia","-47.872359","-15.860621","Peruvian, Latin American","100","Brazilian Real","No","No","No","No","4","3.6","Yellow","Good","5"
"6601595","Outback Steakhouse","30","Bras_lia","ParkShopping - Piso 2, SAI/SO, rea 6580, Guar I, Bras_lia","ParkShopping, Guar I","ParkShopping, Guar I, Bras_lia","-47.95628333","-15.83451389","American, Grill","150","Brazilian Real","No","No","No","No","4","4","Green","Very Good","10"
"6601158","Manzu","30","Bras_lia","Ponto Lago Sul, SHIS 10, Lote 9, Lago Sul, Bras_lia","Ponto Lago Sul, Lago Sul","Ponto Lago Sul, Lago Sul, Bras_lia","-47.87283333","-15.82566667","Seafood","240","Brazilian Real","No","No","No","No","4","3.2","Orange","Average","6"
"6600427","Coco Bambu","30","Bras_lia","SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Bras_lia","Setor De Clubes Esportivos Sul","Setor De Clubes Esportivos Sul, Bras_lia","-47.8685","-15.819","International","230","Brazilian Real","No","No","No","No","4","4.9","Dark Green","Excellent","30"
"6600116","Gero","30","Bras_lia","Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Bras_lia","Shopping Iguatemi, Lago Norte","Shopping Iguatemi, Lago Norte, Bras_lia","-47.885812","-15.720118","Italian","350","Brazilian Real","No","No","No","No","4","3.3","Orange","Average","8"
"6601457","Brazilian American Burgers","30","Bras_lia","CLSN 301, Bloco C, Loja 86, Sudoeste, Bras_lia","Sudoeste","Sudoeste, Bras_lia","-47.92102778","-15.79753056","American, Burger","50","Brazilian Real","No","No","No","No","2","3.6","Yellow","Good","9"
"7303219","Pesqueiro Eco Gourmet","30","Rio de Janeiro","Praia da Barra da Tijuca, Avenida L_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro","Barra da Tijuca","Barra da Tijuca, Rio de Janeiro","-43.377","-23.0115","Seafood, Bar Food, Brazilian","140","Brazilian Real","No","No","No","No","4","4","Green","Very Good","7"
"7304307","Confeitaria Colombo","30","Rio de Janeiro","Rua Gon_alves Dias, 32, Centro, Rio de Janeiro","Centro","Centro, Rio de Janeiro","-43.178826","-22.905293","Desserts, Cafe","100","Brazilian Real","No","No","No","No","4","4.8","Dark Green","Excellent","29"
"7301215","Bibi","30","Rio de Janeiro","Rua Santa Clara, 36, Copabana, Rio de Janeiro","Copacabana","Copacabana, Rio de Janeiro","-43.18669167","-22.97207222","Juices, Healthy Food","60","Brazilian Real","No","No","No","No","3","4.7","Dark Green","Excellent","24"
"7300596","Cervantes","30","Rio de Janeiro","Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro","Copacabana","Copacabana, Rio de Janeiro","-43.17583333","-22.96216667","Beverages, Bar Food, Fast Food","90","Brazilian Real","No","No","No","No","3","4.5","Dark Green","Excellent","29"
"7300612","Amir","30","Rio de Janeiro","Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro","Copacabana","Copacabana, Rio de Janeiro","-43.176","-22.96516667","Lebanese","170","Brazilian Real","No","No","No","No","4","4.2","Green","Very Good","11"
"7300704","TT Burger","30","Rio de Janeiro","Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","Galeria River, Copacabana","Galeria River, Copacabana, Rio de Janeiro","-43.191","-22.98683333","Burger","60","Brazilian Real","No","No","No","No","3","4.8","Dark Green","Excellent","19"
"7300955","Braseiro da Gvea","30","Rio de Janeiro","Pra_a Santos Dumont, 116, Gvea, Rio de Janeiro","Gvea","Gvea, Rio de Janeiro","-43.227042","-22.973507","Brazilian, Bar Food","100","Brazilian Real","No","No","No","No","4","4.9","Dark Green","Excellent","40"
"7300521","Balada Mix","30","Rio de Janeiro","Rua An_bal de Mendon_a, 37, Ipanema, Rio de Janeiro","Ipanema","Ipanema, Rio de Janeiro","-43.211425","-22.98520833","Brazilian, Healthy Food, Juices, Pizza","90","Brazilian Real","No","No","No","No","3","4.6","Dark Green","Excellent","21"
"7300515","Garota de Ipanema","30","Rio de Janeiro","Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro","Ipanema","Ipanema, Rio de Janeiro","-43.203","-22.98533333","Brazilian, Bar Food","120","Brazilian Real","No","No","No","No","4","4.9","Dark Green","Excellent","49"
"7300483","Zaz Bistr Tropical","30","Rio de Janeiro","Rua Joana Anglica, 40, Ipanema, Rio de Janeiro","Ipanema","Ipanema, Rio de Janeiro","-43.20520833","-22.98531944","Brazilian","170","Brazilian Real","No","No","No","No","4","4.6","Dark Green","Excellent","21"
"7301064","Fil de Ouro","30","Rio de Janeiro","Rua Jardim Botnico, 731, Jardim Botnico, Lagoa, Rio de Janeiro","Lagoa","Lagoa, Rio de Janeiro","-43.219563","-22.966647","Brazilian","90","Brazilian Real","No","No","No","No","3","4.3","Green","Very Good","14"
"7304312","D.O.C Ristorante","30","Rio de Janeiro","Le Monde, Bloco 3, Lojas A/B, Avenida das Amricas, 3500, Barra da Tijuca, Rio de Janeiro","Le Monde, Barra da Tijuca","Le Monde, Barra da Tijuca, Rio de Janeiro","-43.34879167","-22.99991111","Italian","150","Brazilian Real","No","No","No","No","4","4","Green","Very Good","5"
"7300004","Sushi Leblon","30","Rio de Janeiro","Rua Dias Ferreira, 256, Leblon, Rio de Janeiro","Leblon","Leblon, Rio de Janeiro","-43.227","-22.98416667","Japanese","250","Brazilian Real","No","No","No","No","4","4.6","Dark Green","Excellent","25"
"7300868","Talho Capixaba","30","Rio de Janeiro","Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro","Leblon","Leblon, Rio de Janeiro","-43.22566667","-22.98516667","Bakery, Sandwich, Brazilian","120","Brazilian Real","No","No","No","No","4","4.4","Green","Very Good","13"
"7302637","Leme Light","30","Rio de Janeiro","Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro","Leme","Leme, Rio de Janeiro","-43.17279167","-22.963925","Brazilian","40","Brazilian Real","No","No","No","No","2","4.2","Green","Very Good","7"
"7302140","Shirley","30","Rio de Janeiro","Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro","Leme","Leme, Rio de Janeiro","-43.17126389","-22.96337222","Brazilian, Seafood","250","Brazilian Real","No","No","No","No","4","4.2","Green","Very Good","8"
"7305048","Quiosque Chopp Brahma","30","Rio de Janeiro","Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ","Madureira","Madureira, Rio de Janeiro","-43.341164","-22.870413","Bar Food, Brazilian","70","Brazilian Real","No","No","No","No","3","0","White","Not rated","1"
"7302898","Apraz_vel","30","Rio de Janeiro","Rua Apraz_vel, 62, Santa Teresa, Rio de Janeiro","Santa Teresa","Santa Teresa, Rio de Janeiro","-43.18736944","-22.92481389","Brazilian","300","Brazilian Real","No","No","No","No","4","4.7","Dark Green","Excellent","44"
"7302859","Aconchego Carioca","30","Rio de Janeiro","Rua Baro de Iguatemi, 379, Tijuca, Rio de Janeiro","Tijuca","Tijuca, Rio de Janeiro","-43.21551111","-22.91370833","Brazilian, Bar Food","85","Brazilian Real","No","No","No","No","3","4.6","Dark Green","Excellent","24"
"7301700","Garota de Ipanema","30","Rio de Janeiro","Avenida Joo Alves, 56, Urca, Rio de Janeiro","Urca","Urca, Rio de Janeiro","-43.16266667","-22.94783333","Brazilian, Bar Food","80","Brazilian Real","No","No","No","No","3","4.3","Green","Very Good","10"
"6706313","Cantina Famiglia Mancini","30","So Paulo","Rua Avanhandava, 81, Bela Vista, So Paulo 10000","Bela Vista, Centro","Bela Vista, Centro, So Paulo","-46.64516667","-23.55066667","Italian, Pizza","250","Brazilian Real","No","No","No","No","4","4.5","Dark Green","Excellent","49"
"6704326","Templo da Carne - Marcos Bassi","30","So Paulo","Rua Treze de Maio, 668, Bela Vista, So Paulo 01327000","Bela Vista, Centro","Bela Vista, Centro, So Paulo","-46.64633333","-23.559","Steak, BBQ","250","Brazilian Real","No","No","No","No","4","4.4","Green","Very Good","17"
"6711179","Gopala Hari","30","So Paulo","Rua Antonio Carlos, 429, Consola_o, So Paulo","Consola_o","Consola_o, So Paulo","-46.65866667","-23.55616667","Indian","70","Brazilian Real","No","No","No","No","3","3.1","Orange","Average","5"
"6702797","Jiquitaia","30","So Paulo","Rua Antnio Carlos, 268, Consola_o, So Paulo","Consola_o","Consola_o, So Paulo","-46.657523","-23.55671","Brazilian","100","Brazilian Real","No","No","No","No","4","4.1","Green","Very Good","15"
"6700475","Skye - Hotel Unique","30","So Paulo","Hotel Unique, Avenida Brigadeiro Lu_s Antnio, 4700, Jardim Paulista, So Paulo","Hotel Unique, Jardim Paulista","Hotel Unique, Jardim Paulista, So Paulo","-46.666851","-23.581688","Beverages, International","300","Brazilian Real","No","No","No","No","4","4.8","Dark Green","Excellent","59"
"6713413","Les 3 Brasseurs","30","So Paulo","Rua Jesu_no Arruda, 470, Itaim Bibi, So Paulo","Itaim Bibi","Itaim Bibi, So Paulo","-46.67511","-23.582135","French, Brazilian, Beverages","120","Brazilian Real","No","No","No","No","4","4.6","Dark Green","Excellent","30"
"6714340","Red Steak & Burger","30","So Paulo","Rua Tabapu, 1417, Itaim Bibi, So Paulo","Itaim Bibi","Itaim Bibi, So Paulo","-46.683888","-23.585324","Brazilian, Grill","75","Brazilian Real","No","No","No","No","3","3.9","Yellow","Good","5"
"6710645","Cantinho da Gula","30","So Paulo","Rua Pedroso Alvarenga, 522, Itaim Bibi, So Paulo, SP","Itaim Bibi","Itaim Bibi, So Paulo","-46.67566667","-23.581","Brazilian","55","Brazilian Real","No","No","No","No","2","0","White","Not rated","0"
"6700402","Paris 6 Classique","30","So Paulo","Rua Haddock Lobo, 1240, Cerqueira Csar, Jardim Paulista, So Paulo","Jardim Paulista","Jardim Paulista, So Paulo","-46.666041","-23.561568","French","200","Brazilian Real","No","No","No","No","4","3.4","Orange","Average","73"
"6700846","Kawa Sushi","30","So Paulo","Alameda Lorena, 300, Jardim Paulista, So Paulo","Jardim Paulista","Jardim Paulista, So Paulo","-46.657418","-23.571638","Sushi, Japanese","120","Brazilian Real","No","No","No","No","4","3.5","Yellow","Good","9"
"6702159","A Figueira Rubaiyat","30","So Paulo","Rua Haddock Lobo, 1738, Cerqueira Csar, Jardim Paulista, So Paulo 10000","Jardim Paulista","Jardim Paulista, So Paulo","-46.66983333","-23.5655","BBQ, Grill, Brazilian","300","Brazilian Real","No","No","No","No","4","4.3","Green","Very Good","39"
"6711666","Kinoshita","30","So Paulo","Rua Jacques Flix, 405, Vila Nova Concei_o, Moema, So Paulo","Moema","Moema, So Paulo","-46.67133333","-23.59233333","Sushi","230","Brazilian Real","No","No","No","No","4","3.9","Yellow","Good","12"
"6701257","Meats","30","So Paulo","Rua dos Pinheiros, 320, Pinheiros, So Paulo","Pinheiros","Pinheiros, So Paulo","-46.68133333","-23.56483333","Gourmet Fast Food, Burger","120","Brazilian Real","No","No","No","No","4","4.3","Green","Very Good","68"
"6706211","Paribar","30","So Paulo","Pra_a Dom Jos Gaspar, 42, Rep_blica, So Paulo 10000","Rep_blica","Rep_blica, So Paulo","-46.64159444","-23.54664167","Brazilian, Italian","150","Brazilian Real","No","No","No","No","4","4.3","Green","Very Good","46"
"6705858","Terra_o Itlia","30","So Paulo","Edif_cio Itlia - 41 Andar, Avenida Ipiranga, 344, Rep_blica, So Paulo","Rep_blica","Rep_blica, So Paulo","-46.643425","-23.545163","Italian","400","Brazilian Real","No","No","No","No","4","4.4","Green","Very Good","37"
"6701419","Divino Fogo","30","So Paulo","Shopping Metr Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, So Paulo","Shopping Metr Santa Cruz, Vila Mariana","Shopping Metr Santa Cruz, Vila Mariana, So Paulo","-46.63716667","-23.5995","Brazilian, Mineira","65","Brazilian Real","No","No","No","No","3","0","White","Not rated","2"
"6703956","Super Grill","30","So Paulo","Shopping Morumbi - Piso Lazer, Avenida Roque Petroni J_nior, 1089, Santo Amaro, So Paulo","Shopping Morumbi, Santo Amaro","Shopping Morumbi, Santo Amaro, So Paulo","-46.698574","-23.622925","Brazilian","50","Brazilian Real","No","No","No","No","2","0","White","Not rated","2"
"6709580","Esquina Mocot_","30","So Paulo","Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, So Paulo","Vila Maria","Vila Maria, So Paulo","-46.581672","-23.486535","Brazilian, North Eastern","100","Brazilian Real","No","No","No","No","4","4.4","Green","Very Good","22"
"6703176","Veloso","30","So Paulo","Rua Concei_o Veloso, 56, Vila Mariana, So Paulo","Vila Mariana","Vila Mariana, So Paulo","-46.63566667","-23.58516667","Brazilian, Bar Food, Beverages","70","Brazilian Real","No","No","No","No","3","4.6","Dark Green","Excellent","58"
"6713772","Sainte Marie Gastronomia","30","So Paulo","Rua Dom Joo Batista da Costa, 70, Vila Snia, So Paulo","Vila Snia","Vila Snia, So Paulo","-46.746958","-23.609207","Lebanese, Arabian","120","Brazilian Real","No","No","No","No","4","4.1","Green","Very Good","11"
"17284404","Austin's BBQ and Oyster Bar","216","Albany","2820 Meredyth Dr, Albany, GA 31707","Albany","Albany, Albany","-84.221535","31.610387","BBQ, Burger, Seafood","25","Dollar","No","No","No","No","2","3.3","Orange","Average","35"
"17284203","BJ's Country Buffet","216","Albany","2401 Dawson Rd, Albany, GA 31707","Albany","Albany, Albany","-84.207095","31.608743","American, BBQ","10","Dollar","No","No","No","No","1","3.3","Orange","Average","25"
"17284105","Cookie Shoppe","216","Albany","115 N Jackson St, Albany, GA 31701","Albany","Albany, Albany","-84.154","31.5772","","0","Dollar","No","No","No","No","1","3.4","Orange","Average","34"
"17284302","El Vaquero Mexican Restaurant","216","Albany","2700 Dawson Rd, Albany, GA 31707","Albany","Albany, Albany","-84.2194","31.6158","Mexican","0","Dollar","No","No","No","No","1","3.4","Orange","Average","45"
"17284397","Elements Coffee Co - Northwest","216","Albany","2726 Ledo Rd Ste 10, Albany, GA 31707","Albany","Albany, Albany","-84.206944","31.622412","Coffee and Tea, Sandwich","10","Dollar","No","No","No","No","1","3.4","Orange","Average","26"
"17284211","Pearly's Famous Country Cookng","216","Albany","814 N Slappey Blvd, Albany, GA 31701","Albany","Albany, Albany","-84.1759","31.5882","","0","Dollar","No","No","No","No","1","3.4","Orange","Average","36"
"17284094","Chick-fil-A","216","Albany","2703 Dawson Rd, Albany, GA 31707","Albany","Albany, Albany","-84.2193","31.616","Fast Food","10","Dollar","No","No","No","No","1","3.5","Yellow","Good","67"
"17284409","Guang Zhou Chinese Restaurant","216","Albany","1214 N Westover Blvd, Albany, GA 31707","Albany","Albany, Albany","-84.2091458","31.6155186","Asian, Chinese, Vegetarian","10","Dollar","No","No","No","No","1","3.9","Yellow","Good","141"
"17284139","Harvest Moon","216","Albany","2347 Dawson Road, Albany, GA 31707","Albany","Albany, Albany","-84.205718","31.604905","Pizza, Bar Food, Sandwich","25","Dollar","No","No","No","No","2","3.7","Yellow","Good","147"
"17284403","Henry Campbell's Steakhouse","216","Albany","629 N. Westover Blvd, Albany, GA 31707","Albany","Albany, Albany","-84.223278","31.612121","Steak, Tapas, Bar Food","70","Dollar","No","No","No","No","4","3.5","Yellow","Good","51"
"17284145","Hong Kong Cafe","216","Albany","2700 Dawson Rd, Albany, GA 31707","Albany","Albany, Albany","-84.2191","31.6156","Chinese, Seafood, Vegetarian","25","Dollar","No","No","No","No","2","3.6","Yellow","Good","88"
"17284150","House of China Restaurant II","216","Albany","2526 Dawson Rd Ste A, Albany, GA 31707","Albany","Albany, Albany","-84.212","31.6104","Chinese","10","Dollar","No","No","No","No","1","3.8","Yellow","Good","153"
"17284158","Jimmie's Hot Dogs","216","Albany","204 S Jackson St, Albany, GA 31701","Albany","Albany, Albany","-84.1534","31.5751","","10","Dollar","No","No","No","No","1","3.9","Yellow","Good","160"
"17284175","Locos Grill & Pub","216","Albany","547 N Westover Blvd, Albany, GA 31707","Albany","Albany, Albany","-84.2228","31.6077","American, Burger, Sandwich","25","Dollar","No","No","No","No","2","3.5","Yellow","Good","57"
"17284179","Longhorn Steakhouse","216","Albany","2733 Dawson Rd, Albany, GA 31707","Albany","Albany, Albany","-84.2229","31.6185","American, Steak","25","Dollar","No","No","No","No","2","3.5","Yellow","Good","58"
