"adm0_id","adm0_name","adm1_id","adm1_name","mkt_id","mkt_name","cm_id","cm_name","cur_id","cur_name","pt_id","pt_name","um_id","um_name","mp_month","mp_year","mp_price","mp_commoditysource"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","12","2015-01-01T00:00:00","55.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","1","2016-01-01T00:00:00","55.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","2","2016-01-01T00:00:00","55.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","3","2016-01-01T00:00:00","55.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","4","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","5","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","6","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","7","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","8","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","9","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","10","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","11","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","12","2016-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","1","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","2","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","3","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","4","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","5","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","55","Bread","87","AFN","15","Retail","5","KG","6","2017-01-01T00:00:00","50.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2003-01-01T00:00:00","7.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2003-01-01T00:00:00","6.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2003-01-01T00:00:00","7.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2003-01-01T00:00:00","6.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2003-01-01T00:00:00","6.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2003-01-01T00:00:00","7.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2003-01-01T00:00:00","7.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2003-01-01T00:00:00","7.275","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2003-01-01T00:00:00","6.775","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2003-01-01T00:00:00","7.175","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2003-01-01T00:00:00","6.975","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2003-01-01T00:00:00","6.225","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2004-01-01T00:00:00","6.05","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2004-01-01T00:00:00","6.8375","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2004-01-01T00:00:00","8.625","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2004-01-01T00:00:00","8.985","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2004-01-01T00:00:00","7.6244","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2004-01-01T00:00:00","9.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2004-01-01T00:00:00","10.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2004-01-01T00:00:00","11.75","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2004-01-01T00:00:00","9.7561","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2004-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2004-01-01T00:00:00","11.1275","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2004-01-01T00:00:00","11.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2005-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2005-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2005-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2005-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2005-01-01T00:00:00","11.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2005-01-01T00:00:00","11.435","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2005-01-01T00:00:00","11.4225","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2005-01-01T00:00:00","11.24","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2005-01-01T00:00:00","11.55","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2005-01-01T00:00:00","11.995","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2005-01-01T00:00:00","12.175","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2005-01-01T00:00:00","12.73","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2006-01-01T00:00:00","13.625","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2006-01-01T00:00:00","12.75","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2006-01-01T00:00:00","14.125","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2006-01-01T00:00:00","13.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2006-01-01T00:00:00","13.625","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2006-01-01T00:00:00","13.375","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2006-01-01T00:00:00","12.95","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2006-01-01T00:00:00","13.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2006-01-01T00:00:00","13.75","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2006-01-01T00:00:00","14.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2006-01-01T00:00:00","14.3333","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2006-01-01T00:00:00","15.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2007-01-01T00:00:00","15.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2007-01-01T00:00:00","15.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2007-01-01T00:00:00","16.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2007-01-01T00:00:00","16.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2007-01-01T00:00:00","17.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2007-01-01T00:00:00","23.375","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2007-01-01T00:00:00","25.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2007-01-01T00:00:00","24.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2007-01-01T00:00:00","20.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2007-01-01T00:00:00","18.35","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2007-01-01T00:00:00","17.8","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2007-01-01T00:00:00","20.85","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2008-01-01T00:00:00","24.775","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2008-01-01T00:00:00","24.3","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2008-01-01T00:00:00","25.7","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2008-01-01T00:00:00","37.275","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2008-01-01T00:00:00","44.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2008-01-01T00:00:00","33.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2008-01-01T00:00:00","34.775","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2008-01-01T00:00:00","34.95","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2008-01-01T00:00:00","35.7","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2008-01-01T00:00:00","32.3","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2008-01-01T00:00:00","27.975","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2008-01-01T00:00:00","27.11","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2009-01-01T00:00:00","25.885","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2009-01-01T00:00:00","22.85","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2009-01-01T00:00:00","21.225","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2009-01-01T00:00:00","21.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2009-01-01T00:00:00","20.875","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2009-01-01T00:00:00","20.7","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2009-01-01T00:00:00","17.035","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2009-01-01T00:00:00","17.14","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2009-01-01T00:00:00","17.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2009-01-01T00:00:00","17.14","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2009-01-01T00:00:00","17.14","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2009-01-01T00:00:00","16.06","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2010-01-01T00:00:00","14.825","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2010-01-01T00:00:00","14.6","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2010-01-01T00:00:00","14.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2010-01-01T00:00:00","14.325","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2010-01-01T00:00:00","14.3","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2010-01-01T00:00:00","13.9","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2010-01-01T00:00:00","13.9","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2010-01-01T00:00:00","15.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2010-01-01T00:00:00","17.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2010-01-01T00:00:00","17.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2010-01-01T00:00:00","17.2","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2010-01-01T00:00:00","18.6","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2011-01-01T00:00:00","18.6","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2011-01-01T00:00:00","18.6","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2011-01-01T00:00:00","18.6","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2011-01-01T00:00:00","19.65","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2011-01-01T00:00:00","24.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2011-01-01T00:00:00","22.325","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2011-01-01T00:00:00","23.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2011-01-01T00:00:00","23.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2011-01-01T00:00:00","21.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2011-01-01T00:00:00","21.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2011-01-01T00:00:00","21.75","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2011-01-01T00:00:00","22.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2012-01-01T00:00:00","22.075","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2012-01-01T00:00:00","22.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2012-01-01T00:00:00","21.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2012-01-01T00:00:00","18.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2012-01-01T00:00:00","18.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2012-01-01T00:00:00","18.2833","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2012-01-01T00:00:00","17.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2012-01-01T00:00:00","17.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2012-01-01T00:00:00","17.3333","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2012-01-01T00:00:00","19.05","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2012-01-01T00:00:00","20.7","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2012-01-01T00:00:00","20.7","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2013-01-01T00:00:00","21.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2013-01-01T00:00:00","21.4","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2013-01-01T00:00:00","21.55","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2013-01-01T00:00:00","22.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2013-01-01T00:00:00","23.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2013-01-01T00:00:00","19.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2013-01-01T00:00:00","19.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2013-01-01T00:00:00","19.25","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2013-01-01T00:00:00","20.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","11","2013-01-01T00:00:00","20.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","12","2013-01-01T00:00:00","20.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","1","2014-01-01T00:00:00","20.75","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","2","2014-01-01T00:00:00","21.9375","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","3","2014-01-01T00:00:00","22.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","4","2014-01-01T00:00:00","24.3","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","5","2014-01-01T00:00:00","25.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","6","2014-01-01T00:00:00","25.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","7","2014-01-01T00:00:00","23.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","8","2014-01-01T00:00:00","21.5","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","9","2014-01-01T00:00:00","21.0","WFP"
"1","Afghanistan","272","Badakhshan","266","Fayzabad","84","Wheat","87","AFN","15","Retail","5","KG","10","2014-01-01T00:00:00","21.875","WFP"
